user_id,employee_name,employee_role,privilege_level,login_time,login_hour,login_country,location_changed,device_id,device_changed,session_duration,failed_login_attempts,files_downloaded,sensitive_files_accessed,admin_commands_executed,usb_usage,previous_incidents,threat_scenario,risk_label
EMP1021,Susan Martin,System Admin,4,2026-03-25 08:49:00,8,US,0,DEV_60019,0,445.42,0,4,2,14,0,0,Normal,Low
EMP1039,Linda Thomas,Teller,1,2026-01-21 08:17:00,8,US,0,DEV_34957,0,417.16,0,13,24,0,0,0,Normal,Low
EMP1032,Karen Wilson,Vendor,2,2026-03-14 09:43:00,9,US,0,DEV_80686,0,338.39,0,4,3,0,0,0,Normal,Low
EMP1038,Jessica Miller,Teller,1,2026-02-22 10:19:00,10,US,0,DEV_84847,0,720.0,0,2,18,0,0,0,Normal,Low
EMP1000,Patricia Smith,Teller,1,2026-02-03 07:24:00,7,US,0,DEV_42098,0,223.25,1,8,21,0,0,0,Normal,Low
EMP1002,John Miller,Manager,3,2026-01-20 07:55:00,7,US,0,DEV_88907,0,395.02,0,3,11,0,0,0,Normal,Low
EMP1025,William Taylor,Teller,1,2026-03-25 09:10:00,9,CA,0,DEV_76542,0,489.41,0,3,21,0,0,1,Normal,Low
EMP1006,Barbara Martin,Manager,3,2026-05-15 08:05:00,8,US,0,DEV_15695,0,463.97,0,3,10,0,0,0,Normal,Low
EMP1010,Patricia Gonzalez,Manager,3,2026-06-12 15:07:00,15,US,0,DEV_93320,0,592.95,0,5,10,0,0,0,Normal,Low
EMP1009,John Johnson,Teller,1,2026-02-20 09:11:00,9,IN,0,DEV_47930,0,353.93,0,3,12,0,0,0,Normal,Low
EMP1031,Robert Thomas,Vendor,2,2026-05-29 06:28:00,6,US,0,DEV_31643,0,399.55,0,4,5,2,0,0,Normal,Low
EMP1020,John Johnson,Vendor,2,2026-04-24 07:40:00,7,US,0,DEV_30033,0,534.26,0,3,1,2,0,0,Normal,Low
EMP1019,Richard Lopez,Manager,3,2026-04-05 08:53:00,8,US,0,DEV_28131,0,377.28,0,7,6,0,0,0,Normal,Low
EMP1035,David Smith,Teller,1,2026-01-11 12:28:00,12,US,0,DEV_40161,0,720.0,0,7,16,0,0,0,Normal,Low
EMP1032,Karen Wilson,Vendor,2,2026-01-27 08:51:00,8,US,0,DEV_80686,0,513.72,0,5,1,1,0,0,Normal,Low
EMP1028,David Thomas,System Admin,4,2026-06-06 08:10:00,8,US,0,DEV_57576,0,720.0,0,6,5,23,0,0,Normal,Low
EMP1038,Jessica Miller,Teller,1,2026-06-11 10:41:00,10,US,0,DEV_84847,0,422.59,0,4,22,0,0,0,Normal,Low
EMP1038,Jessica Miller,Teller,1,2026-05-30 06:42:00,6,US,0,DEV_84847,0,554.52,0,10,22,0,0,0,Normal,Low
EMP1005,Michael Hernandez,DBA,4,2026-03-26 08:52:00,8,US,0,DEV_59797,0,366.22,0,1,31,7,0,0,Normal,Low
EMP1027,Jennifer Moore,Vendor,2,2026-03-21 06:11:00,6,CA,0,DEV_79514,0,483.09,0,8,4,1,0,0,Normal,Low
EMP1008,Elizabeth Martin,Vendor,2,2026-01-26 06:32:00,6,US,0,DEV_57400,0,336.92,0,5,5,0,0,0,Normal,Low
EMP1039,Linda Thomas,Teller,1,2026-02-11 07:11:00,7,US,0,DEV_34957,0,408.97,0,7,15,0,0,0,Normal,Low
EMP1023,James Brown,Teller,1,2026-04-24 10:39:00,10,US,0,DEV_80381,0,394.98,0,6,24,0,0,0,Normal,Low
EMP1019,Richard Lopez,Manager,3,2026-02-19 16:23:00,16,US,0,DEV_28131,0,563.74,0,9,12,0,0,0,Normal,Low
EMP1024,David Brown,Manager,3,2026-02-11 07:52:00,7,US,0,DEV_30730,0,720.0,0,3,9,0,0,0,Normal,Low
EMP1023,James Brown,Teller,1,2026-05-13 09:54:00,2,CN,1,DEV_80381,1,13.64,3,27,44,0,0,0,Compromised Credentials Access,Critical
EMP1022,Joseph Taylor,Manager,3,2026-04-12 10:32:00,10,US,0,DEV_82512,0,235.64,0,12,6,0,0,0,Normal,Low
EMP1020,John Johnson,Vendor,2,2026-06-16 14:21:00,14,US,0,DEV_30033,0,306.0,0,4,3,3,0,0,Normal,Low
EMP1008,Elizabeth Martin,Vendor,2,2026-06-07 08:00:00,8,US,0,DEV_38266,1,501.47,0,7,2,3,0,0,Normal,Low
EMP1018,Sarah Rodriguez,Teller,1,2026-03-03 07:26:00,7,US,0,DEV_66155,0,579.62,0,2,12,0,0,0,Normal,Low
EMP1031,Robert Thomas,Vendor,2,2026-05-12 10:36:00,10,US,0,DEV_31643,0,323.09,1,4,4,0,0,0,Normal,Low
EMP1015,Mary Hernandez,Teller,1,2026-06-21 11:05:00,11,US,0,DEV_18675,0,591.92,0,4,10,0,0,0,Normal,Low
EMP1002,John Miller,Manager,3,2026-03-06 12:47:00,12,GB,1,DEV_88907,0,674.98,0,1,15,0,0,0,Normal,Medium
EMP1021,Susan Martin,System Admin,4,2026-03-28 09:52:00,9,US,0,DEV_60019,0,345.99,0,4,7,24,0,0,Normal,Low
EMP1030,Jessica Williams,Vendor,2,2026-01-17 10:45:00,10,US,0,DEV_79822,0,478.72,0,2,3,1,0,0,Normal,Low
EMP1012,John Martin,Teller,1,2026-03-21 09:32:00,9,US,0,DEV_80010,0,229.48,0,4,25,0,0,0,Normal,Low
EMP1012,John Martin,Teller,1,2026-01-13 11:55:00,11,US,0,DEV_80010,0,480.13,0,5,21,0,0,0,Normal,Low
EMP1028,David Thomas,System Admin,4,2026-02-17 07:31:00,7,US,0,DEV_57576,0,628.6,0,3,8,26,0,0,Normal,Low
EMP1005,Michael Hernandez,DBA,4,2026-06-04 07:52:00,7,US,0,DEV_59797,0,720.0,0,2,18,7,0,0,Normal,Low
EMP1018,Sarah Rodriguez,Teller,1,2026-04-20 09:10:00,9,US,0,DEV_66155,0,165.68,0,10,11,0,0,0,Normal,Low
EMP1027,Jennifer Moore,Vendor,2,2026-01-15 09:04:00,9,CA,0,DEV_79514,0,539.0,0,4,5,1,0,0,Normal,Low
EMP1009,John Johnson,Teller,1,2026-04-23 09:02:00,9,IN,0,DEV_47930,0,282.36,0,8,21,0,0,0,Normal,Low
EMP1036,James Williams,Teller,1,2026-02-09 17:43:00,17,US,0,DEV_17716,0,362.13,0,3,24,0,0,0,Normal,Low
EMP1033,Michael Martinez,Teller,1,2026-03-13 08:15:00,8,US,0,DEV_34385,1,455.61,0,2,25,0,0,0,Normal,Low
EMP1007,Sarah Brown,Vendor,2,2026-04-25 09:13:00,9,US,0,DEV_59615,0,664.7,0,2,4,1,0,0,Normal,Low
EMP1004,James Garcia,Teller,1,2026-04-24 16:05:00,16,US,0,DEV_54597,0,320.84,0,7,20,0,0,0,Normal,Low
EMP1035,David Smith,Teller,1,2026-02-10 12:45:00,12,US,0,DEV_40161,0,246.13,0,14,15,0,0,0,Normal,Low
EMP1007,Sarah Brown,Vendor,2,2026-03-02 11:50:00,11,US,0,DEV_59615,0,346.29,0,1,5,2,0,0,Normal,Low
EMP1035,David Smith,Teller,1,2026-01-17 14:19:00,14,US,0,DEV_40161,0,720.0,0,1,25,0,0,0,Normal,Low
EMP1036,James Williams,Teller,1,2026-03-23 15:41:00,15,US,0,DEV_17716,0,474.09,0,4,21,0,0,0,Normal,Low
EMP1035,David Smith,Teller,1,2026-02-03 08:27:00,8,US,0,DEV_40161,0,720.0,0,7,13,0,0,0,Normal,Low
EMP1010,Patricia Gonzalez,Manager,3,2026-03-30 10:33:00,10,US,0,DEV_93320,0,499.75,0,5,9,0,0,0,Normal,Low
EMP1035,David Smith,Teller,1,2026-06-07 07:34:00,7,US,0,DEV_40161,0,720.0,0,7,14,0,0,0,Normal,Low
EMP1038,Jessica Miller,Teller,1,2026-01-11 16:52:00,16,US,0,DEV_84847,0,720.0,0,1,18,0,0,0,Normal,Low
EMP1026,Elizabeth Taylor,Teller,1,2026-06-10 07:34:00,7,US,0,DEV_30032,0,417.62,0,5,25,0,0,0,Normal,Low
EMP1025,William Taylor,Teller,1,2026-01-16 06:10:00,6,CA,0,DEV_76542,0,348.77,0,2,16,0,0,0,Normal,Low
EMP1020,John Johnson,Vendor,2,2026-03-30 09:25:00,9,US,0,DEV_30033,0,720.0,0,4,5,0,0,0,Normal,Low
EMP1029,Elizabeth Davis,System Admin,4,2026-02-06 09:06:00,9,IN,0,DEV_84364,0,261.42,0,23,8,29,0,0,Normal,Low
EMP1010,Patricia Gonzalez,Manager,3,2026-03-22 13:12:00,23,US,0,DEV_93320,0,448.65,0,82,75,0,1,0,Data Exfiltration Attempt,High
EMP1032,Karen Wilson,Vendor,2,2026-05-30 07:22:00,7,US,0,DEV_80686,0,720.0,0,6,5,3,0,0,Normal,Low
EMP1000,Patricia Smith,Teller,1,2026-03-09 09:46:00,9,US,0,DEV_42098,0,615.55,0,1,11,0,0,0,Normal,Low
EMP1035,David Smith,Teller,1,2026-01-19 08:24:00,8,US,0,DEV_40161,0,615.27,0,9,18,0,0,0,Normal,Low
EMP1006,Barbara Martin,Manager,3,2026-03-28 13:35:00,13,US,0,DEV_15695,0,600.46,0,9,8,0,0,0,Normal,Low
EMP1002,John Miller,Manager,3,2026-03-27 11:51:00,11,US,0,DEV_88907,0,247.0,0,8,14,0,0,0,Normal,Low
EMP1039,Linda Thomas,Teller,1,2026-06-07 08:47:00,8,US,0,DEV_34957,0,311.49,0,9,25,0,0,0,Normal,Low
EMP1001,Patricia Moore,System Admin,4,2026-04-17 08:37:00,8,US,0,DEV_65302,0,630.42,0,3,8,30,0,0,Normal,Low
EMP1030,Jessica Williams,Vendor,2,2026-05-29 09:36:00,9,US,0,DEV_79822,0,498.81,0,3,4,1,0,0,Normal,Low
EMP1039,Linda Thomas,Teller,1,2026-06-24 08:15:00,8,US,0,DEV_34957,0,396.35,0,4,13,0,0,0,Normal,Low
EMP1020,John Johnson,Vendor,2,2026-02-22 08:26:00,8,US,0,DEV_30033,0,720.0,0,5,4,0,0,0,Normal,Low
EMP1033,Michael Martinez,Teller,1,2026-06-19 08:30:00,8,US,0,DEV_98039,0,685.15,0,7,15,0,0,0,Normal,Low
EMP1021,Susan Martin,System Admin,4,2026-06-24 08:41:00,8,US,0,DEV_60019,0,390.28,0,11,5,16,0,0,Normal,Low
EMP1017,Joseph Jones,Manager,3,2026-03-18 08:49:00,8,US,0,DEV_42325,0,720.0,0,2,12,0,0,0,Normal,Low
EMP1035,David Smith,Teller,1,2026-03-12 15:18:00,15,US,0,DEV_40161,0,280.34,0,2,22,0,0,0,Normal,Low
EMP1009,John Johnson,Teller,1,2026-01-21 08:22:00,8,IN,0,DEV_47930,0,527.14,0,2,25,0,0,0,Normal,Low
EMP1034,Joseph Taylor,Teller,1,2026-03-11 09:08:00,9,US,0,DEV_42493,0,711.6,0,4,17,0,0,0,Normal,Low
EMP1033,Michael Martinez,Teller,1,2026-01-26 07:26:00,7,US,0,DEV_98039,0,559.34,1,5,14,0,0,0,Normal,Low
EMP1010,Patricia Gonzalez,Manager,3,2026-05-02 14:30:00,14,US,0,DEV_93320,0,256.16,0,5,9,0,0,0,Normal,Low
EMP1003,Michael Moore,Teller,1,2026-05-27 09:14:00,9,US,0,DEV_68878,0,374.14,0,11,11,0,0,0,Normal,Low
EMP1011,Jennifer Lopez,Teller,1,2026-04-12 07:50:00,7,US,0,DEV_97841,0,550.72,0,3,19,0,1,0,Normal,Low
EMP1036,James Williams,Teller,1,2026-03-27 18:18:00,18,US,0,DEV_17716,0,698.49,0,3,25,0,0,0,Normal,Low
EMP1029,Elizabeth Davis,System Admin,4,2026-03-26 12:10:00,12,IN,0,DEV_84364,0,596.56,0,9,7,15,0,0,Normal,Low
EMP1021,Susan Martin,System Admin,4,2026-02-19 06:11:00,6,US,0,DEV_60019,0,290.28,0,4,5,23,0,0,Normal,Low
EMP1005,Michael Hernandez,DBA,4,2026-02-05 10:30:00,10,US,0,DEV_59797,0,633.77,0,2,23,17,0,0,Normal,Low
EMP1017,Joseph Jones,Manager,3,2026-05-27 05:00:00,5,US,0,DEV_42325,0,338.9,0,3,8,0,0,0,Normal,Low
EMP1029,Elizabeth Davis,System Admin,4,2026-05-09 09:59:00,9,IN,0,DEV_84364,0,249.14,0,6,4,13,0,0,Normal,Low
EMP1018,Sarah Rodriguez,Teller,1,2026-02-04 09:30:00,9,US,0,DEV_66155,0,568.19,0,8,21,0,0,0,Normal,Low
